ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B0B2K83BT3,negative,no zip,428,151,1,no zip
B0B7XJHFXJ,negative,size is not suitable,859,302,1,size is not comfortable
B0B7XK74LM,negative,not enough pockets,56,24,1,big inner pocket is not available
B0B7XN8MJT,negative,used product,1192,381,1,look as it is used product
B07P73CMNF,negative,dirty product,1108,235,1,swollen everywhere plus completely dirty
B083XZK6RJ,negative,difficult to carry,61,23,1,zipper is so tight and difficult to unzip
B0974S6R81,negative,bad quality,6425,2142,1,quality not ok
B09N3K2ZCP,negative,lock is broken,76,25,1,item is damaged all zip and locks are damage
B09N3K2ZCP,negative,no tag,303,103,6,"no mrp tag was attached,the item do not have tag and also some black power stuff on it,item received without tag,no tag,no tag"
B0B7XF38T8,negative,stitching is damaged,260,85,1,back stitching problem
B0B7XJHFXJ,negative,broken strap,464,179,1,strap provided has one of its hook damaged
B083XZK6RJ,positive,awesome combo,31,11,1,good
B083XZLNYK,negative,not as shown in picture,13786,4341,1,the material looks different from pic displayed and is not of good quality
B08S2TRL5L,positive,awesome combo,31,11,1,i product is missing its a combo
B09DGMKBYZ,negative,thin material,211,59,1,very thin fabric and degraded quality
B09N3K2ZCP,negative,received incomplete item,245,117,18,"different from item ordered / partial quantity missing,incomplete set is received,item missing on product,products was incomplete received,missing item hence replacement"
B09N3K2ZCP,negative,size is not suitable,859,302,7,"size and quality is not good,size and quality not proper,size not as same as i accepted,not good size,size not suitable"
B09N3LZYHF,negative,color not shiny,241,83,1,not good color to me
B09PJMM2XM,negative,cut mark,244,85,1,cut mark in 2 place
B09PJMZ7XF,negative,dull color,1638,414,3,"the product received has very dull quality,the bag is dirty and the stones are in dull,quality is not good and also color has dull"
B083Y19MMJ,negative,no chain,145,48,1,poor product quality and no chain in side
B08QL6VK6H,positive,good stitching,156,40,1,stitching was so perfect and has a very premium touch lt 3
B09DGP2H52,negative,zip not covered,46,15,1,zip of one pouch not smooth
B09N3K2ZCP,negative,no inner lining,398,138,8,"does not looked,nothing impressive,no saffety,item is not which we are expected,i am no"
B09XBGNXBT,negative,not as shown in picture,13786,4341,1,not same as in photograph
B0B188SMH3,negative,not sturdy,481,148,1,not fitting
B0BTJ2THK3,negative,upset with this situation,99,39,1,not useful only half chain closed but by look its very nice so this piece for just so off disappointed me
B08QL6VK6H,negative,short length,551,155,1,size short and no pocite in there handbag not attractive
B08S2TRL5L,negative,chain is not working,489,155,2,"do not have full chain,chains are no full fledged"
B08T7BDMZM,negative,scratch marks,171,53,1,rust in handle joint and very faded and also scratch
B09N3K2ZCP,negative,bad smell,791,296,14,"the product has stains all over inside outside and has a bad odour smell,poor material quality poor smell from product,item is looking very dirty and bad,main purse with our a star on inside and rexine quality is not so good also it is smell very bad like a chemical rexine,very bad and local"
B09N3K2ZCP,positive,beautiful i love,47,14,1,its really beautiful
B09N3K2ZCP,positive,stylish and comfortable,62,16,1,very classy affordable and good looking i love this bag i love this color
B09PJMM2XM,negative,stitching is torn,178,64,1,torn stitching poor packaging spoiled the crease of purse
B0B18GGWX5,negative,quality is not worth,271,115,1,zip is missing and quality is not satisfactory
B083XZK6RJ,negative,heavy weight product,1158,369,1,it is too heavy in weight and no inside pocket
B08S2TRL5L,negative,material is not good,6393,2458,21,"the material used is not good,quality of material is not good,item is not good looking,items is not good,bad material and messing part"
B08S2TRL5L,positive,good thickness,55,25,1,product quality is not good as expected and according the product quality cost is too high but thickness is good
B08T7BDMZM,negative,bad quality,6425,2142,34,"does not look good and quality is not good,the quality is not good,the quality of order is not good,not this one isnt not look not good quality,performance or quality not adequate"
B09N3K2ZCP,negative,cheap quality leather,279,125,15,"very cheap quality product stitching quality also waste,it doesnt have good quality very poor and looks cheap,it is very poor quality and looks cheap,damaged purse quality wise very cheap,very cheap quality and stitching"
B09N3K2ZCP,negative,color is different from pic,597,213,12,"color is different and it has mark on outside,color is different and it has mark on outside,color is also different,some different color is there on it,also came with different color"
B09N3K2ZCP,negative,leather quality,869,295,9,"the type leather want not matched with delivered products,it is small and leather is of bad quality,chain quality and leather quality is very poor,leather quality is not good,leather quality is poor"
B09PJMM2XM,negative,not sturdy,481,148,1,not safe
B09VZ8GP4V,negative,not safe to carry things,163,74,1,not comfortable
B0B2K83BT3,positive,shown in picture,2120,456,1,its worth of price and same as shown in the picture
B07P66YQ3L,negative,compartments inside the bag,681,242,1,no feel of having bag
B083XZHL6H,positive,value for money,8601,2240,2,"nice bag at this price,worth buying"
B08NYMRBYY,negative,finishing is not good,872,317,1,finishing not good quality not good
B08NYMRBYY,negative,not sturdy,481,148,1,not secure
B08QL6VK6H,negative,product doesn't look good,9218,3091,15,"it is good but does not look good on me,does not look good,not good looking,looking is not good and worst quality,not good"
B08S2TRL5L,positive,sling bag,216,19,1,she wished the sling bag had detachable straps and size would be a little medium
B08T7BDMZM,negative,size issues,29856,9059,35,"its very short narrow and small in size,it size was very small compare to seeing in picture,small in size and not looking good,size small as appeared,not good quality small size"
B09HSCK9K5,positive,color and design,74,10,1,color and style is awesome but main purpose of keeping things safe not getting addressed as zip is not covering / locking entirely purse area
B09N3K2ZCP,negative,chain is broken,417,140,7,"chain broken and quality issue,the chains are broken,button is damaged chain is broken,chain is broken,chain damaged"
B09N3LZYHF,negative,waste of money,3228,903,16,"its a waste of money the quality is too bad,worst of money and get broken and not protected anyone can steal anything and not big as photo,quality is not up to mark as shown in site and totally waste of money,worst quality and used product waste of money,product doesnt meet expectations price tag was missing"
B07BH3R4MM,negative,not as shown in picture,13786,4341,4,"pic is different and got that is not up to the mark,material is not as shown,material is not same,item doesnt match website description"
B07P66YQ3L,negative,color not good,3789,1225,3,"quality and color is different from expected,color is not correct,color and metal not as expected"
B07P73CMNF,negative,bag is torn,1721,552,4,"handle of the handbag big one is torn off at one portion,the purse is torn,purse is torn,p product was teared"
B083XZK6RJ,negative,short straps,195,69,1,it was too small one
B083Y19MMJ,negative,stitching is damaged,260,85,2,"its stitches are broken,stitches are broken"
B08NYPH9FS,positive,looks nice,6968,1539,2,"very nice,good"
B09PJMZ7XF,negative,looks old,2185,529,1,itm is old
B0B2K83BT3,negative,looks old,2185,529,1,looks old
B0B7BCZ67B,negative,product has stains,670,213,1,metal started to rust and left stains on bag
B0B7XN8MJT,negative,less space,226,82,1,not good and less space
B07P66YQ3L,negative,stitches are loose,64,28,1,also stitches are loose
B083Y1392Q,negative,no pockets inside,463,207,1,product is very good but does not contain any pocket
B09DGMKBYZ,negative,color faded,719,222,1,color faded
B09DGMKBYZ,negative,zip is broken,898,253,1,breakage of zips and torn out damaged product
B09HSCK9K5,positive,looks better than picture,69,16,1,better than the picture and the quality was great too
B09N3K2ZCP,negative,pocket is torn,99,42,1,one of the bags from the package is damaged / torned
B09PJMM2XM,negative,screw is broken,27,10,1,screws and stones damaged
B09PJMZ7XF,negative,not sturdy,481,148,1,sir this woman handbag not safe because small chain left and right side space may be not sufficient
B09VZ8GP4V,negative,leather is torn,452,114,1,leather is torn and not proper stitching
B0B2K4GHMJ,negative,narrow product,761,313,1,small size
B083Y19MMJ,negative,material is not good,6393,2458,16,"sir this item is does not looked good on me,this item is not good,material is not good,not a good item,did not like the material quality"
B083Y19MMJ,negative,zip not fully covered,293,96,3,"the upper bag zip is not completely full,dont have more zips,zip is not covered completely so materials inside bag not safe"
B08T7BDMZM,negative,color is different from pic,597,213,2,"the color of material is different,color is also different"
B08T7BDMZM,positive,looks neat,45,15,1,its good but we dont need this
B09N3LZYHF,positive,good design,651,116,1,so shiny so smithy so beautiful and its designs pattern great
B09PJMQ24C,negative,dull color,1638,414,1,color seems to be very dull comparing the pictures shown in amazon
B0B7XJHFXJ,negative,narrow product,761,313,3,"it looks big size in picture but its very small,but last one small peace too much small and only for card purse,small"
B07CCFYTJT,negative,material is not good,6393,2458,1,product material not good
B083XZK6RJ,negative,zip not available,320,90,1,zip not completely close
B083Y19MMJ,negative,chain is broken,417,140,1,chain damaged
B08NYPH9FS,negative,doesn't suit me,1911,576,1,its not as accepted
B08S2TRL5L,positive,good to carry,198,33,1,its a good product the bags are good quality and light weight just as i wanted
B08T7BDMZM,positive,good style,206,56,1,like the style
B09DX9H63B,negative,bag is torn,1721,552,1,small purse was torn
B07P66YQ3L,negative,fake product,1665,379,3,"its fake want a same product i will purchase again,fake seller,does not seem to be original"
