ASIN,Customer feedback sentiment,Feedback Topic,Topic mentions in Category,Topic mentions in top selling products,Topic mentions in ASIN,Customer feedback examples
B0B464X5MJ,negative,torn at corners,156,54,5,"small part of it is torn,torn from one side,it is torn,its torn,product look like old and used and also torn"
B07BVKZXCV,positive,leather quality,665,76,1,go for a better brand like baggit dorothy persons lavie etc which provides better leather products
B07KSFW8ZM,positive,looks nice,7013,969,1,this bag is stylish nice but it is smaller than i expectation
B07KSH25Q4,negative,not as shown in picture,10280,1970,1,not same as shown in the picture but it was very nice
B07PNJXQ4J,negative,product doesn't look good,8306,1788,1,not appropriate for me
B07RZ8KZS9,positive,looks nice,7013,969,1,no dislike everything is good
B083XZYY9H,negative,dirt marks on product,225,42,1,their is dirt on the product
B083XZYY9H,negative,not leather,624,116,4,"product name shows pu leather is send the item is not leather,this product is not of leather,the combo is of 2 bags not 3,as per bag description is not and bag is not secured and given information is not accurate"
B09HTYRYLX,negative,lock is not working,371,115,2,"very bad quality gum all over and placement of lock not properly done,poor material poor stitch quality string is broken lock is placed wrongly which makes the flap close uneven"
B09M9ZGYBF,negative,no tag,247,53,1,quality not good and no tag on the product
B09M9ZGYBF,negative,not comfortable,621,160,1,no look good
B09MB1ZFFN,negative,not as shown in picture,10280,1970,1,item doesnt match website descriptionmultiple time pick up fail please attempt pick up
B09Q1DBMM6,negative,color not good,3861,866,1,didnt like the color
B09Q1F3WWH,negative,strap is too small,205,69,1,the size of the chain strap provided is too small
B09Q1FKY8C,negative,stitching is not proper,2146,553,1,stitching is not good
B09Q1FX34C,negative,color not good,3861,866,1,color is not good
B09Q1GYYVY,negative,looks like hand bag,42,4,1,the dimension of the hand bag received are 19 * 10 * 14
B09Q1JMT13,positive,value for money,7369,1266,2,"top notch product at this price beautiful,beautiful worth for money"
B07DT1ZGQ7,negative,small damage,134,29,1,received with small damage
B07MY5VPCV,negative,color not good,3861,866,1,the color which is little brownish is not good also quality not up to the mark
B07RFSKNLC,negative,waste of money,3189,599,1,totally waste of money
B07RZ8KZS9,negative,product doesn't look good,8306,1788,3,not good
B083Y1XPMM,negative,delicate product,57,12,1,also the material is very delicate
B09Q1FYRHD,negative,magnet is not working,93,24,2,"actually magnet is not working well,magnetic strap not working"
B07C6CH5MD,positive,looks good from outside,152,54,1,outside is good but the inner lining is poor quality
B07DBBTW4F,positive,value for money,7369,1266,1,overlapping of thread can be seen at many places although a good combo pricing the quality and finish could have been better
B07MY4VS9V,negative,bad quality,4794,893,3,"quality not good and damaged not as per display,item is not of good quality,bag is damaged and both the corners of the bag and the quality is not satisfied"
B07MY69F5H,negative,product doesn't look good,8306,1788,1,not good
B081L5TJLQ,negative,bad quality,4794,893,3,"its quality is not good,quality is not good"
B081L5TJLQ,negative,bag is torn,1189,285,1,torn product received
B083XZYY9H,negative,bag zip does not cover,52,12,2,"zips are not covering the whole bag,zip is not covering the full bag"
B09Q1FX34C,negative,inside damage,101,28,1,item is damage from the left side of the bag
B09Q1GYYVY,negative,doesn't suit,582,161,1,doesnt look good for me
B07CYXCK13,positive,nice and spacious,1492,229,1,its spacious
B07DBBTW4F,negative,product doesn't look good,8306,1788,4,"not good,not satisfactory,its not looking,this bag material is smelling bad and style also not ok"
B07DT1ZGQ7,negative,threads coming,299,95,1,zip is not working and threads are coming out
B07MY4VS9V,negative,only pocket is there,119,19,1,only single pocket is there
B07R6HNVPN,negative,bad quality,4794,893,6,"quality is not good,quality is not satisfaction,quality not good,not so good quality"
B07RKHYVMC,negative,leather looks cheap,281,75,1,it is cheap rexine mentioned as leather
B0824QS5D8,negative,no pockets inside the bag,563,130,1,no inside pockets
B09HTYRYLX,negative,broken item,238,58,1,broken item
B09M9YL9WG,negative,size issues,21476,3691,3,"size is very short and small than expected,too small,sling bag belt is very shorthow to use"
B09Q1DBMM6,negative,lock is not working,371,115,3,"lock is not working,lock are not fit,lock not good"
B09Q1F3WWH,positive,value for money,7369,1266,1,value for money and its beautiful
B07MY5VPCV,negative,didn't expect this small size,575,158,1,i didnt expect this size too small
B07NC7PT4Z,negative,product doesn't look good,8306,1788,1,not good
B09HTYRYLX,negative,doesn't fit properly,1545,527,1,doesnt looks good
B0B464X5MJ,negative,stitching is loose,56,15,1,stitches and pasttung showing from bottom
B07DT1ZGQ7,negative,light color,354,90,2,"the material is so light and not up to expectation,material is very light will not last long"
B07DT1ZGQ7,positive,good compact,324,45,1,small and light weighted for daily use
B07J2NZKL3,negative,size is not fit,3432,821,1,size issues
B07LDSPW5Q,negative,scratches on product,795,223,1,the bag was scratched and its edges were torn
B07MY2FGH2,negative,size issues,21476,3691,2,"small size in prush,small on size but it is use full"
B0824QS5D8,negative,waste of money,3189,599,2,"waste of money on gift pack,money waste"
B09Q1DT2RW,negative,small belt,937,252,1,this material of the bag is not nice and the sling is very small
B09Q1HN2B2,negative,product not matching,252,64,1,product does not meet expectations
B07DT1ZGQ7,negative,material is not good,4433,960,28,"materials not good and not as given in description,this item is not nice,material also not good,material is not good,the material is very bad not at all good very local it is"
B07NY89BY7,negative,bag is torn,1189,285,1,inside the bag clothing is tore when i received a bag
B07SKG3X78,negative,black color,1237,175,1,i ordered black color but got olive green
B082RDZZJ1,positive,good zip,358,58,1,zips and handles were all fine
B09DXC2X7F,negative,torned material,959,241,1,bit torn up on the edges
B07BVNMPK9,negative,chain is not working,645,116,1,chain is also not working properly
B07P53XRFQ,negative,material is not good,4433,960,2,"very bad fabric,very poor quality of material and finish of straps and body of all bags"
B07R6HNDV4,negative,not as shown in picture,10280,1970,1,the color of the bag wasnt as shown in the picture
B083XZYY9H,negative,matching to description,110,27,1,doesnt meet expectations
B083XZYY9H,negative,useless for purpose,1464,283,8,"its not worth,not worth it,not interested,not worth,only single zips and no quality"
B09Q1FYRHD,positive,mobile and money,443,152,1,worth for money
B0B464X5MJ,negative,not interested in this product,404,113,1,dont like it
B07DBBTW4F,negative,bad smell,664,152,1,this bag material is smelling bad and style also not ok
B07DT1ZGQ7,positive,good space,504,84,2,"material and space is good,its worth shopping material is good enough space for things"
B07KSH25Q4,negative,size is not fit,3432,821,1,size issues
B07RKHYVMC,negative,product has stains,850,197,1,smudge mark on the bag too
B0824QS5D8,positive,looks stylish,1933,330,1,nice looking stylish product
B082RDZZJ1,negative,doesn't suit,582,161,1,not suitable / matching
B09Q1GYYVY,negative,leather is worn,59,10,1,it is coming out from the leather portion and positioning is not good
B0B464X5MJ,negative,small pockets,231,56,1,i want bag in small
B07C9X4TSX,negative,not as shown in picture,10280,1970,1,different product
B07DT1ZGQ7,negative,want refund,155,30,1,got damaged item so issued
B083XZYY9H,negative,uncomfortable while carrying,57,14,1,uncomfortable
B083Y1XPMM,negative,chain is small,62,19,1,chain is short
B09MB1ZFFN,negative,bag is too short,104,28,1,belt is too short
B09MB1ZFFN,negative,no brand logo,453,101,1,i need maroon color but its not
B09Q1F3WWH,negative,design is not good,419,126,1,i didnt like the product
B09Q1F3WWH,negative,small belt,937,252,1,very small for me doesnt look good
B07CG1YVH4,negative,not as shown in picture,10280,1970,1,not as in picture
B07DSY697V,negative,useless for purpose,1464,283,1,not worth it
B07NVQN1S3,negative,waste of money,3189,599,1,its waste of money
B083XZYY9H,positive,wont regret buying,19,4,1,if you buy it you wont regret it
B09MB2NP9R,negative,useless for purpose,1464,283,1,not worth
B0B464X5MJ,negative,dirty product,1599,268,1,very poor quality and dirty bag
B0B464X5MJ,negative,gold color,84,16,1,faded gold button
B07C9X4TSX,negative,looks old,3077,592,1,its very old product
B07G63DC9Q,negative,size issues,21476,3691,3,"product is okay but very small,too small,small size"
B07KSJ1TW5,negative,looks like used,725,151,1,used item received
B07QPKJZQY,negative,product doesn't look good,8306,1788,1,not good
B081L5TJLQ,negative,cracked material,44,8,1,already cracks are showing up even without use
B083XZYY9H,negative,color not good,3861,866,11,"does not look good color is not that shown in picture,even color component is not attractive,the color and the style doesnt look good picture on the site was having a different look,color is not good,color was not satisfied"
B083Y1XPMM,negative,zip is not complete,95,26,1,handle was too small and also zip is not fully closed
B0999J95YQ,negative,not as shown in picture,10280,1970,2,"different product,item doesnt match website description"
B09M9ZGYBF,negative,stitching is not proper,2146,553,5,"stitching not good poor quality,quality of the material and stitch is very poor didnt t like the product at all,poor stitch quality,stitching defect,poor stitch"
B0B464X5MJ,negative,belt is not good,291,72,1,belt quality issue
B0B464X5MJ,positive,looks nice,7013,969,4,"beautiful to look at,look good but change team,nice,good"
B0BGFR4NPZ,negative,bad finishing,1129,297,1,quality is not up to the mark
B07MY4VS9V,negative,scratch marks,178,62,1,scratch is there
B0824QS5D8,negative,no zip,387,96,1,no zip
B09Q1DBMM6,negative,not as shown in picture,10280,1970,3,"not the same as in pic,product looks different,the appearance and quality of item is diff from what it was shown on website"
B09Q1GYYVY,negative,doesn't fit properly,1545,527,2,"shape is also not good,does not look good"
B09Q1JMT13,positive,looks nice,7013,969,1,nice
B09W2JLNBY,negative,not sturdy,482,105,1,looks good but quality is cheap and not reliable
B0BN6DD5Z6,negative,bad quality,4794,893,2,"quality is not good,not good quality"
B07M7F16SP,positive,value for money,7369,1266,1,the product is nice and worth the price
B07MY5VPCV,positive,soft leather,93,13,1,quality of the material is good made of soft leather touch
B07NVLP45J,negative,not as shown in picture,10280,1970,2,"its not the one shown in picture,item doesnt match website description"
B083Y1XPMM,negative,handle is broken,481,111,8,"the handle is broken is not intact because the screw is broken,handle side broken and damage,the handle is broken,handle is broken,product damaged handle broken quality not good"
B083Y1XPMM,negative,hole in bag,268,55,1,hole damaged
B09HTYRYLX,positive,leather quality,665,76,1,quality of leather is best and also it is a latest design sling bag
B07DBBTW4F,positive,looks better than picture,91,18,1,the quality is too good and its actually better looking than picture
B07DSZ3GDS,negative,material is not good,4433,960,1,item quality is not good its smell like coal ninda factory
